24.11.2021 12:57:42;65.50 56.19 51.63 46.94 42.00 38.13 34.63 31.94 27.50 24.25
24.11.2021 12:57:48;65.56 56.25 51.69 47.00 42.13 38.19 34.69 32.00 27.56 24.25
24.11.2021 12:57:55;65.62 56.38 51.81 47.06 42.13 38.25 34.75 32.06 27.56 24.31
24.11.2021 12:58:01;65.69 56.38 51.81 47.13 42.25 38.31 34.75 32.13 27.62 24.37
24.11.2021 12:58:07;65.75 56.50 51.88 47.19 42.25 38.31 34.81 32.19 27.62 24.44
24.11.2021 12:58:14;65.81 56.56 51.94 47.25 42.31 38.38 34.88 32.25 27.75 24.44
24.11.2021 12:58:20;65.87 56.63 52.00 47.31 42.38 38.44 34.94 32.25 27.75 24.50
24.11.2021 12:58:26;65.94 56.69 52.06 47.38 42.44 38.50 35.00 32.31 27.81 24.50
24.11.2021 12:58:33;66.00 56.75 52.13 47.44 42.50 38.56 35.00 32.38 27.87 24.56
24.11.2021 12:58:39;66.06 56.75 52.25 47.50 42.50 38.56 35.06 32.38 27.87 24.56
